song,performer,instance,chart_date,time_on_chart,song_length_ms,song_length_mins
Black Barbies,Nicki Minaj X Mike WiLL Made-It,2.0,2016-12-24,2,254080,4.234666666666667
Home,gnash,1.0,2016-12-24,1,216047,3.600783333333333
Darlin' Don't Go,Sundance Head,1.0,2016-12-31,1,263013,4.38355
She's Mine Pt.1,J. Cole,1.0,2016-12-31,2,209080,3.4846666666666666
Everybody Dies,J. Cole,1.0,2016-12-31,1,161826,2.6971
Deja Vu,J. Cole,1.0,2016-12-31,20,264746,4.412433333333333
Congratulations,Post Malone,2.0,2016-12-31,50,220293,3.67155
At Last,Sundance Head,1.0,2016-12-31,1,207853,3.4642166666666667
She's Mine Pt. 2,J. Cole,1.0,2016-12-31,1,209080,3.4846666666666666
Foldin Clothes,J. Cole,1.0,2016-12-31,2,316920,5.282
Neighbors,J. Cole,1.0,2016-12-31,6,216520,3.6086666666666662
Ville Mentality,J. Cole,1.0,2016-12-31,2,194346,3.2391
Immortal,J. Cole,1.0,2016-12-31,5,201666,3.3611
Change,J. Cole,1.0,2016-12-31,2,331480,5.524666666666667
4 Your Eyez Only,J. Cole,1.0,2016-12-31,1,530253,8.83755
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,1.0,2016-12-31,23,247160,4.1193333333333335
Just Hold On,Steve Aoki,1.0,2016-12-31,6,198774,3.3129
For Whom The Bell Tolls,J. Cole,1.0,2016-12-31,2,127880,2.131333333333333
Last Christmas,Wham!,9.0,2017-01-07,38,262960,4.382666666666666
OTW,DJ Luke Nasty,1.0,2017-01-07,8,219512,3.658533333333333
Both,Gucci Mane,1.0,2017-01-07,22,190311,3.17185
Feliz Navidad,Jose Feliciano,8.0,2017-01-07,32,182066,3.0344333333333333
Swang,Rae Sremmurd,1.0,2017-01-07,26,208120,3.4686666666666666
Party,Chris Brown,1.0,2017-01-07,20,221177,3.686283333333333
It's The Most Wonderful Time Of The Year,Andy Williams,9.0,2017-01-07,39,151933,2.532216666666667
A Holly Jolly Christmas,Burl Ives,9.0,2017-01-07,39,135533,2.2588833333333334
Red Opps,21 Savage,1.0,2017-01-07,5,163340,2.7223333333333333
Shaky Shaky,Daddy Yankee,1.0,2017-01-14,2,234320,3.9053333333333335
iSpy,KYLE,1.0,2017-01-14,30,253106,4.2184333333333335
Think A Little Less,Michael Ray,1.0,2017-01-14,16,176986,2.949766666666666
Moves,Big Sean,2.0,2017-01-14,19,142906,2.3817666666666666
Seein' Red,Dustin Lynch,1.0,2017-01-14,9,194053,3.2342166666666667
Timeless,A Boogie Wit da Hoodie,1.0,2017-01-14,4,184000,3.066666666666667
Hate U Love U,Olivia O'Brien,1.0,2017-01-14,1,175466,2.924433333333333
No Flockin,Kodak Black,1.0,2017-01-14,1,165290,2.754833333333333
Careless Whisper,Wham!,2.0,2017-01-14,22,305000,5.083333333333333
Way Down We Go,Kaleo,1.0,2017-01-14,8,213706,3.5617666666666667
Faith,George Michael,2.0,2017-01-14,21,193200,3.22
I Got You,Bebe Rexha,1.0,2017-01-21,11,191786,3.196433333333333
Water,Ugly God,1.0,2017-01-21,4,138936,2.3156
Sober Saturday Night,Chris Young,1.0,2017-01-21,11,194560,3.2426666666666666
Beibs In The Trap,Travis Scott,1.0,2017-01-21,3,213863,3.564383333333333
The Weekend,Brantley Gilbert,1.0,2017-01-21,20,187760,3.1293333333333333
If The Boot Fits,Granger Smith,2.0,2017-01-28,3,170093,2.8348833333333334
Shape Of You,Ed Sheeran,1.0,2017-01-28,58,233712,3.8952
Drinkin' Too Much,Sam Hunt,1.0,2017-01-28,1,232266,3.8711
Castle On The Hill,Ed Sheeran,1.0,2017-01-28,33,261153,4.35255
Location,Khalid,1.0,2017-01-28,43,219080,3.6513333333333335
Not Afraid Anymore,Halsey,1.0,2017-02-04,1,226786,3.7797666666666663
Not Nice,PARTYNEXTDOOR,1.0,2017-02-04,7,202661,3.377683333333333
Down,Marian Hill,1.0,2017-02-04,17,197773,3.2962166666666666
Paris,The Chainsmokers,1.0,2017-02-04,20,221506,3.691766666666666
T-Shirt,Migos,1.0,2017-02-04,25,242407,4.040116666666667
Black,Dierks Bentley,4.0,2017-02-04,19,211160,3.519333333333333
Despacito,Luis Fonsi,1.0,2017-02-04,51,229360,3.822666666666666
Issues,Julia Michaels,1.0,2017-02-11,29,176320,2.9386666666666668
Road Less Traveled,Lauren Alaina,1.0,2017-02-11,12,216266,3.604433333333333
Dancing On My Own,Calum Scott,2.0,2017-02-11,2,260285,4.3380833333333335
Running Back,Wale,1.0,2017-02-11,1,215360,3.5893333333333333
Good Drank,2 Chainz x Gucci Mane x Quavo,3.0,2017-02-11,16,222706,3.711766666666666
Any Ol' Barstool,Jason Aldean,1.0,2017-02-11,18,203293,3.3882166666666667
Guys My Age,Hey Violet,1.0,2017-02-11,5,213694,3.5615666666666668
Fast,Luke Bryan,1.0,2017-02-11,13,206213,3.4368833333333333
Get Right Witcha,Migos,1.0,2017-02-18,1,257545,4.292416666666667
Culture,Migos,1.0,2017-02-18,1,153557,2.559283333333333
Some Kind Of Drug,G-Eazy,1.0,2017-02-18,3,222466,3.707766666666666
Body Like A Back Road,Sam Hunt,1.0,2017-02-18,41,162546,2.7091
Slippery,Migos,3.0,2017-02-18,21,304041,5.06735
Kelly Price,Migos,1.0,2017-02-18,2,363934,6.065566666666666
I'm Better,Missy Elliott,1.0,2017-02-18,1,213120,3.552
Call Casting,Migos,1.0,2017-02-18,1,232705,3.878416666666667
El Amante,Nicky Jam,6.0,2017-02-18,15,219506,3.658433333333333
Scared To Be Lonely,Martin Garrix,4.0,2017-02-18,14,220883,3.681383333333333
Run Up,Major Lazer,1.0,2017-02-18,1,203180,3.3863333333333334
Owe Me,Big Sean,1.0,2017-02-25,1,271693,4.528216666666666
Jump Out The Window,Big Sean,1.0,2017-02-25,1,213693,3.56155
My Old Man,Zac Brown Band,3.0,2017-02-25,4,227222,3.7870333333333335
In Case You Didn't Know,Brett Young,1.0,2017-02-25,28,224853,3.74755
Sacrifices,Big Sean,1.0,2017-02-25,1,287320,4.788666666666667
I Don't,Mariah Carey,1.0,2017-02-25,1,288826,4.813766666666667
No Favors,Big Sean,1.0,2017-02-25,3,325840,5.430666666666666
Halfway Off The Balcony,Big Sean,1.0,2017-02-25,1,230960,3.8493333333333335
Now & Later,Sage The Gemini,1.0,2017-02-25,1,193181,3.219683333333333
Beauty And The Beast,Ariana Grande,1.0,2017-02-25,1,227928,3.7988
Look At Me!,XXXTentacion,1.0,2017-02-25,20,126345,2.10575
Light,Big Sean,1.0,2017-02-25,1,210506,3.508433333333333
Bad Romance,Lady Gaga,2.0,2017-02-25,35,294573,4.90955
Believer,Imagine Dragons,1.0,2017-02-25,51,204346,3.4057666666666666
Cash Me Outside (#CashMeOutside),DJ Suede The Remix God,1.0,2017-03-04,3,129384,2.1564
It Ain't Me,Kygo x Selena Gomez,1.0,2017-03-04,29,220780,3.679666666666667
Hurricane,Luke Combs,1.0,2017-03-04,22,222533,3.7088833333333335
Helium,Sia,1.0,2017-03-04,1,252320,4.205333333333333
Heroe Favorito,Romeo Santos,1.0,2017-03-04,1,239823,3.99705
Chained To The Rhythm,Katy Perry,1.0,2017-03-04,15,237733,3.9622166666666665
Rolex,Ayo,1.0,2017-03-04,25,238586,3.9764333333333335
Shining,DJ Khaled,2.0,2017-03-04,14,284000,4.733333333333333
Yeah Boy,Kelsea Ballerini,2.0,2017-03-04,13,194413,3.2402166666666665
Bom Bidi Bom,Nick Jonas,1.0,2017-03-04,1,214760,3.579333333333333
Everything 1K,Kodak Black,1.0,2017-03-04,1,186592,3.1098666666666666
Cold,Maroon 5,1.0,2017-03-04,20,234308,3.905133333333333
Everyday,Ariana Grande,1.0,2017-03-04,7,194840,3.247333333333333
Draco,Future,1.0,2017-03-11,8,225134,3.752233333333333
Love,Lana Del Rey,1.0,2017-03-11,2,272742,4.5457
Super Trapper,Future,1.0,2017-03-11,1,230129,3.835483333333333
Zoom,Future,1.0,2017-03-11,1,278429,4.640483333333333
Heavy,Linkin Park,2.0,2017-03-11,19,167012,2.783533333333333
Something Just Like This,The Chainsmokers,1.0,2017-03-11,39,247160,4.1193333333333335
Tunnel Vision,Kodak Black,1.0,2017-03-11,20,268186,4.469766666666667
Rent Money,Future,1.0,2017-03-11,1,265366,4.422766666666667
Mask Off,Future,1.0,2017-03-11,31,204600,3.41
How Would You Feel (Paean),Ed Sheeran,2.0,2017-03-11,2,280533,4.67555
"God, Your Mama, And Me",Florida Georgia Line,2.0,2017-03-18,19,183413,3.0568833333333334
Slide,Calvin Harris,1.0,2017-03-18,20,230813,3.846883333333333
Make Love,Gucci Mane,1.0,2017-03-18,1,300160,5.002666666666666
Green Light,Lorde,1.0,2017-03-18,9,234652,3.9108666666666663
Stay,Zedd,1.0,2017-03-18,31,210090,3.5015
Losin Control,Russ,1.0,2017-03-18,19,237506,3.958433333333333
Comin Out Strong,Future,1.0,2017-03-18,3,254369,4.239483333333333
Selfish,Future,1.0,2017-03-18,10,251422,4.190366666666667
Hometown Girl,Josh Turner,1.0,2017-03-18,16,215080,3.5846666666666667
Dive,Ed Sheeran,1.0,2017-03-25,2,238440,3.974
Barcelona,Ed Sheeran,1.0,2017-03-25,1,191146,3.185766666666667
Happier,Ed Sheeran,1.0,2017-03-25,2,207520,3.458666666666667
Supermarket Flowers,Ed Sheeran,1.0,2017-03-25,1,221106,3.6851
Galway Girl,Ed Sheeran,2.0,2017-03-25,5,170826,2.8471
Eraser,Ed Sheeran,1.0,2017-03-25,1,227426,3.7904333333333335
What Do I Know?,Ed Sheeran,1.0,2017-03-25,1,237333,3.95555
New Man,Ed Sheeran,1.0,2017-03-25,1,189280,3.1546666666666665
Hearts Don't Break Around Here,Ed Sheeran,1.0,2017-03-25,1,248413,4.140216666666666
Perfect,Ed Sheeran,2.0,2017-03-25,56,263400,4.39
Changed It,Nicki Minaj,1.0,2017-04-01,1,295653,4.92755
Prblms,6LACK,3.0,2017-04-01,8,246773,4.112883333333333
Chanel,Frank Ocean,1.0,2017-04-01,1,210285,3.50475
Regret In Your Tears,Nicki Minaj,1.0,2017-04-01,1,229573,3.826216666666667
Liability,Lorde,1.0,2017-04-01,1,171727,2.862116666666666
No Frauds,Nicki Minaj,1.0,2017-04-01,7,272453,4.540883333333333
4422,Drake,1.0,2017-04-08,2,186293,3.104883333333333
No Long Talk,Drake,1.0,2017-04-08,2,149568,2.4928
Free Smoke,Drake,1.0,2017-04-08,4,218673,3.64455
Trap Trap Trap,Rick Ross,1.0,2017-04-08,1,228186,3.8031
Do Not Disturb,Drake,1.0,2017-04-08,2,283550,4.725833333333333
Since Way Back,Drake,1.0,2017-04-08,1,368035,6.133916666666667
Swalla,Jason Derulo,1.0,2017-04-08,20,216408,3.6068
Can't Have Everything,Drake,1.0,2017-04-08,2,228437,3.807283333333333
Skepta Interlude,Drake,1.0,2017-04-08,1,143213,2.386883333333333
Madiba Riddim,Drake,1.0,2017-04-08,2,205162,3.419366666666667
Portland,Drake,1.0,2017-04-08,16,236614,3.943566666666667
Jorja Interlude,Drake,1.0,2017-04-08,2,107673,1.79455
Teenage Fever,Drake,1.0,2017-04-08,4,219692,3.661533333333333
Get It Together,Drake,1.0,2017-04-08,2,250337,4.172283333333334
At My Best,Machine Gun Kelly,2.0,2017-04-08,8,199973,3.332883333333333
Ice Melts,Drake,1.0,2017-04-08,2,250770,4.1795
Passionfruit,Drake,1.0,2017-04-08,20,298940,4.982333333333333
Sacrifices,Drake,1.0,2017-04-08,3,307593,5.12655
Nothings Into Somethings,Drake,1.0,2017-04-08,2,153724,2.5620666666666665
KMT,Drake,1.0,2017-04-08,2,162637,2.7106166666666667
Blem,Drake,1.0,2017-04-08,4,216557,3.609283333333333
Lose You,Drake,1.0,2017-04-08,1,305373,5.08955
Glow,Drake,1.0,2017-04-08,2,206119,3.4353166666666666
Gyalchester,Drake,3.0,2017-04-08,11,189229,3.1538166666666667
XO TOUR Llif3,Lil Uzi Vert,1.0,2017-04-15,34,182706,3.0451
The Heart Part 4,Kendrick Lamar,1.0,2017-04-15,2,288000,4.8
Speak To A Girl,Tim McGraw,1.0,2017-04-15,2,232160,3.8693333333333335
Still Got Time,Zayn,3.0,2017-04-15,3,188490,3.1415
The One,The Chainsmokers,1.0,2017-04-22,2,177573,2.95955
First Day Out,Tee Grizzley,1.0,2017-04-22,20,254693,4.244883333333333
You Look Good,Lady Antebellum,2.0,2017-04-22,20,181666,3.0277666666666665
Heatstroke,Calvin Harris,1.0,2017-04-22,1,229160,3.819333333333333
Drowning,A Boogie Wit da Hoodie,1.0,2017-04-22,21,209269,3.487816666666667
Everybody,Logic,2.0,2017-04-22,2,162346,2.705766666666667
How Not To,Dan + Shay,1.0,2017-04-22,14,192000,3.2
Subeme La Radio,Enrique Iglesias,4.0,2017-04-22,9,207680,3.461333333333333
Human,Rag'n'Bone Man,2.0,2017-04-22,7,200186,3.3364333333333334
Humble.,Kendrick Lamar,1.0,2017-04-22,37,177000,2.95
Craving You,Thomas Rhett,1.0,2017-04-22,20,223626,3.7271
Tin Man,Miranda Lambert,1.0,2017-04-22,1,259279,4.321316666666666
Conscience,Kodak Black,1.0,2017-04-22,1,219753,3.66255
Everyday We Lit,YFN Lucci,1.0,2017-04-29,20,197170,3.2861666666666665
Unforgettable,French Montana,1.0,2017-04-29,41,233901,3.89835
If I Told You,Darius Rucker,2.0,2017-04-29,11,212320,3.538666666666667
Flatliner,Cole Swindell,2.0,2017-04-29,18,177066,2.9511
Cake,Flo Rida,1.0,2017-04-29,6,157164,2.6194
Now Or Never,Halsey,1.0,2017-04-29,20,214801,3.580016666666667
Sign Of The Times,Harry Styles,1.0,2017-04-29,13,340706,5.678433333333333
Bar At The End Of The World,Kenny Chesney,1.0,2017-04-29,1,207306,3.4551
Weak,AJR,2.0,2017-04-29,11,201159,3.35265
Feel.,Kendrick Lamar,1.0,2017-05-06,2,214826,3.580433333333333
Broken Halos,Chris Stapleton,4.0,2017-05-06,20,180906,3.0151
Lust.,Kendrick Lamar,1.0,2017-05-06,2,307880,5.131333333333333
Peek A Boo,Lil Yachty,3.0,2017-05-06,4,247612,4.1268666666666665
Loyalty.,Kendrick Lamar,1.0,2017-05-06,26,227360,3.789333333333333
God.,Kendrick Lamar,1.0,2017-05-06,2,248826,4.1471
Good Life,G-Eazy,1.0,2017-05-06,5,225525,3.75875
Fear.,Kendrick Lamar,1.0,2017-05-06,2,460573,7.676216666666667
Element.,Kendrick Lamar,2.0,2017-05-06,11,208733,3.478883333333333
Pride.,Kendrick Lamar,1.0,2017-05-06,2,275253,4.58755
Blood.,Kendrick Lamar,1.0,2017-05-06,1,118066,1.9677666666666669
Duckworth.,Kendrick Lamar,1.0,2017-05-06,1,248613,4.14355
Love.,Kendrick Lamar,2.0,2017-05-06,39,213400,3.556666666666666
Black SpiderMan,Logic,1.0,2017-05-06,1,331266,5.5211
Yah.,Kendrick Lamar,1.0,2017-05-06,3,160293,2.67155
The Cure,Lady Gaga,1.0,2017-05-06,14,211363,3.5227166666666667
XXX.,Kendrick Lamar,1.0,2017-05-06,3,254200,4.236666666666666
DNA.,Kendrick Lamar,1.0,2017-05-06,20,185946,3.0991
The Night We Met,Lord Huron,1.0,2017-05-06,4,208211,3.4701833333333334
There's Nothing Holdin' Me Back,Shawn Mendes,1.0,2017-05-13,34,199440,3.324
Hard Times,Paramore,1.0,2017-05-13,1,182693,3.0448833333333334
Lust For Life,Lana Del Rey,1.0,2017-05-13,1,264066,4.4011
Do Re Mi,Blackbear,2.0,2017-05-13,18,212027,3.533783333333333
My Girl,Dylan Scott,1.0,2017-05-13,20,197640,3.294
Attention,Charlie Puth,1.0,2017-05-13,39,208786,3.4797666666666665
Privacy,Chris Brown,1.0,2017-05-20,17,220963,3.682716666666667
Slow Hands,Niall Horan,1.0,2017-05-20,31,188174,3.136233333333333
Wokeuplikethis*,Playboi Carti,2.0,2017-05-20,10,235535,3.925583333333333
1-800-273-8255,Logic,1.0,2017-05-20,41,250173,4.16955
First Time,Kygo,1.0,2017-05-20,1,193511,3.2251833333333333
Bon Appetit,Katy Perry,2.0,2017-05-20,6,227813,3.796883333333333
Thunder,Imagine Dragons,1.0,2017-05-20,51,187146,3.1191
Magnolia,Playboi Carti,1.0,2017-05-20,20,181812,3.0302
Sweet Creature,Harry Styles,1.0,2017-05-20,1,224866,3.7477666666666662
I'm The One,DJ Khaled,1.0,2017-05-20,22,296146,4.935766666666667
Either Way,Chris Stapleton,2.0,2017-05-27,2,248053,4.134216666666667
Malibu,Miley Cyrus,1.0,2017-05-27,15,231906,3.8651
Drinkin' Problem,Midland,1.0,2017-05-27,20,220800,3.68
Every Time I Hear That Song,Blake Shelton,1.0,2017-05-27,11,214800,3.58
Rollin,Calvin Harris,3.0,2017-06-03,4,272653,4.544216666666666
Felices Los 4,Maluma,1.0,2017-06-03,20,230000,3.8333333333333335
No Promises,Cheat Codes,1.0,2017-06-03,23,222786,3.7131
Whatever It Takes,Imagine Dragons,2.0,2017-06-03,27,201240,3.354
Ghost In This House,Lauren Duski,1.0,2017-06-03,1,212757,3.54595
Bad Liar,Selena Gomez,1.0,2017-06-03,14,214647,3.57745
Me Enamore,Shakira,2.0,2017-06-03,2,226893,3.78155
Swish Swish,Katy Perry,2.0,2017-06-10,10,242520,4.042
Boy,Lee Brice,1.0,2017-06-10,1,198973,3.3162166666666666
Strip That Down,Liam Payne,1.0,2017-06-10,28,202061,3.3676833333333334
Deja Vu,Lauren Duski,1.0,2017-06-10,1,187823,3.130383333333333
Most Girls,Hailee Steinfeld,1.0,2017-06-10,16,204400,3.4066666666666667
Money On You,Chris Blue,1.0,2017-06-10,1,194663,3.2443833333333334
Yours If You Want It,Rascal Flatts,1.0,2017-06-10,10,206826,3.4471
Crying In The Club,Camila Cabello,1.0,2017-06-10,9,216391,3.606516666666667
The Dance,Lauren Duski,1.0,2017-06-10,1,210732,3.5122
Met Gala,Gucci Mane,1.0,2017-06-17,2,209142,3.4857
Somethin Tells Me,Bryson Tiller,1.0,2017-06-17,1,194266,3.2377666666666665
No Such Thing As A Broken Heart,Old Dominion,1.0,2017-06-17,19,176893,2.9482166666666667
Don't Get Too High,Bryson Tiller,1.0,2017-06-17,1,209040,3.484
There For You,Martin Garrix x Troye Sivan,1.0,2017-06-17,1,221904,3.6984
Strangers,Halsey,1.0,2017-06-17,1,221205,3.68675
Butterfly Effect,Travis Scott,2.0,2017-06-17,23,190557,3.17595
No Longer Friends,Bryson Tiller,1.0,2017-06-17,1,134746,2.2457666666666665
Self-Made,Bryson Tiller,1.0,2017-06-17,1,167853,2.79755
Run Me Dry,Bryson Tiller,1.0,2017-06-17,1,169266,2.8211
Know No Better,Major Lazer,2.0,2017-06-24,3,225849,3.76415
Nobody Else But You,Trey Songz,1.0,2017-06-24,3,229013,3.816883333333333
Down,Fifth Harmony,3.0,2017-06-24,10,165200,2.7533333333333334
Whatever You Need,Meek Mill,2.0,2017-06-24,13,205373,3.422883333333333
To The Max,DJ Khaled,1.0,2017-06-24,4,193901,3.231683333333333
Small Town Boy,Dustin Lynch,1.0,2017-06-24,20,205733,3.4288833333333333
It's Everyday Bro,Jake Paul,2.0,2017-06-24,2,217678,3.6279666666666666
4 AM,2 Chainz,1.0,2017-06-24,12,255560,4.259333333333333
Somebody Else Will,Justin Moore,2.0,2017-06-24,13,165173,2.752883333333333
Escapate Conmigo,Wisin,1.0,2017-07-01,20,232786,3.879766666666667
It's A Vibe,2 Chainz,1.0,2017-07-01,20,210200,3.5033333333333334
It Ain't My Fault,Brothers Osborne,2.0,2017-07-01,16,216800,3.613333333333333
Do I Make You Wanna,Billy Currington,1.0,2017-07-01,19,234306,3.9051
What Ifs,Kane Brown,1.0,2017-07-01,23,188253,3.13755
Love Galore,SZA,1.0,2017-07-01,20,275080,4.584666666666666
2U,David Guetta,1.0,2017-07-01,11,194893,3.2482166666666665
Relationship,Young Thug,3.0,2017-07-08,14,215306,3.588433333333333
Real Hitta,Plies,1.0,2017-07-08,1,231869,3.864483333333333
First Day Out,Kodak Black,1.0,2017-07-08,1,180000,3.0
Feel It Still,Portugal. The Man,1.0,2017-07-08,44,163253,2.720883333333333
Feels,Calvin Harris,1.0,2017-07-08,18,223413,3.72355
Wild Thoughts,DJ Khaled,1.0,2017-07-08,21,204664,3.4110666666666667
Don't Quit,DJ Khaled,1.0,2017-07-15,1,229146,3.8191
Crew,GoldLink,1.0,2017-07-15,21,176702,2.9450333333333334
Signs,Drake,1.0,2017-07-15,6,234373,3.9062166666666656
On Everything,DJ Khaled,1.0,2017-07-15,1,233293,3.888216666666666
No Complaints,Metro Boomin,3.0,2017-07-15,5,265480,4.424666666666667
Who Dat Boy,Tyler,1.0,2017-07-22,1,205093,3.4182166666666665
Rake It Up,Yo Gotti,1.0,2017-07-22,22,276333,4.60555
Mi Gente,J Balvin,1.0,2017-07-22,29,185040,3.084
Bodak Yellow (Money Moves),Cardi B,1.0,2017-07-22,34,223000,3.716666666666667
Extra Luv,Future,1.0,2017-07-22,1,246173,4.102883333333334
Heartache On The Dance Floor,Jon Pardi,1.0,2017-07-22,18,205200,3.42
Get Low,Zedd,1.0,2017-07-29,1,204583,3.4097166666666667
The Story Of O.J.,JAY-Z,1.0,2017-07-29,3,231760,3.8626666666666662
Moonlight,JAY-Z,1.0,2017-07-29,1,143986,2.399766666666667
Fetish,Selena Gomez,1.0,2017-07-29,12,186112,3.1018666666666665
4:44,JAY-Z,1.0,2017-07-29,2,284493,4.74155
Smile,JAY-Z,1.0,2017-07-29,1,289853,4.830883333333333
Famous,21 Savage,1.0,2017-07-29,1,234280,3.9046666666666665
Bam,JAY-Z,1.0,2017-07-29,1,234973,3.9162166666666662
Family Feud,JAY-Z,1.0,2017-07-29,1,251413,4.190216666666666
Kill Jay Z,JAY-Z,1.0,2017-07-29,1,278800,4.6466666666666665
Marcy Me,JAY-Z,1.0,2017-07-29,1,174426,2.9071
Caught Their Eyes,JAY-Z,1.0,2017-07-29,1,206133,3.43555
Bank Account,21 Savage,1.0,2017-07-29,28,220306,3.671766666666666
Praying,Kesha,1.0,2017-07-29,21,230266,3.8377666666666665
Glorious,Macklemore,2.0,2017-07-29,19,220454,3.6742333333333335
Sorry Not Sorry,Demi Lovato,1.0,2017-07-29,35,203760,3.396
A Lie,French Montana,1.0,2017-08-05,1,226790,3.779833333333333
Young Dumb & Broke,Khalid,1.0,2017-08-05,35,202546,3.375766666666667
Woman,Kesha,1.0,2017-08-05,1,196360,3.272666666666667
Jerika,Jake Paul,1.0,2017-08-05,1,190000,3.1666666666666665
Back To You,Louis Tomlinson,1.0,2017-08-12,10,190427,3.173783333333333
In The End,Linkin Park,2.0,2017-08-12,39,216880,3.6146666666666665
We Ball,Meek Mill,1.0,2017-08-12,1,227956,3.7992666666666666
It's Goin' Down,Descendants 2 Cast,1.0,2017-08-12,4,252000,4.2
1942 Flows,Meek Mill,1.0,2017-08-12,1,282666,4.7111
Issues,Meek Mill,1.0,2017-08-12,1,211684,3.5280666666666667
Numb,Linkin Park,2.0,2017-08-12,33,187520,3.1253333333333333
What's My Name,China Anne McClain,1.0,2017-08-12,3,146642,2.444033333333333
Wins & Losses,Meek Mill,1.0,2017-08-12,1,189056,3.150933333333333
Heavy Heart,Meek Mill,1.0,2017-08-12,1,250466,4.174433333333333
Imitadora,Romeo Santos,1.0,2017-08-12,1,234828,3.9138
F**k That Check Up,Meek Mill,1.0,2017-08-12,1,257853,4.29755
Unforgettable,Thomas Rhett,1.0,2017-08-19,20,157080,2.618
The Weekend,SZA,1.0,2017-08-19,24,272186,4.536433333333333
When It Rains It Pours,Luke Combs,1.0,2017-08-19,20,240760,4.012666666666667
Learn To Let Go,Kesha,1.0,2017-08-19,1,217546,3.625766666666667
New Rules,Dua Lipa,1.0,2017-08-19,47,209320,3.4886666666666666
You Da Baddest,Future,1.0,2017-08-19,2,242933,4.048883333333333
All The Pretty Girls,Kenny Chesney,1.0,2017-08-19,14,212893,3.548216666666667
Wish I Knew You,The Revivalists,1.0,2017-08-19,9,274093,4.568216666666666
Honest,The Chainsmokers,1.0,2017-08-19,4,208000,3.466666666666667
They Don't Know,Jason Aldean,1.0,2017-08-19,12,195306,3.2551
Every Little Thing,Carly Pearce,1.0,2017-08-19,17,180053,3.0008833333333333
For Her,Chris Lane,1.0,2017-08-19,4,211226,3.520433333333333
What About Us,P!nk,1.0,2017-08-26,21,269600,4.493333333333333
Perplexing Pegasus,Rae Sremmurd,1.0,2017-08-26,3,204787,3.413116666666667
Havana,Camila Cabello,2.0,2017-08-26,45,217306,3.621766666666667
OMG,Camila Cabello,1.0,2017-08-26,1,228893,3.814883333333333
Patty Cake,Kodak Black,1.0,2017-08-26,3,198109,3.301816666666667
Chillin' Like A Villain,Sofia Carson,1.0,2017-08-26,1,193800,3.23
The Race,Tay-K,2.0,2017-08-26,19,140000,2.333333333333333
B.E.D.,Jacquees,1.0,2017-08-26,13,236146,3.935766666666667
Fix A Drink,Chris Janson,2.0,2017-09-02,14,188933,3.148883333333333
Untouchable,YoungBoy Never Broke Again,1.0,2017-09-02,2,180705,3.01175
More Girls Like You,Kip Moore,1.0,2017-09-02,12,154706,2.5784333333333334
Something New,Wiz Khalifa,1.0,2017-09-02,1,200773,3.346216666666667
I Could Use A Love Song,Maren Morris,2.0,2017-09-02,20,196421,3.273683333333333
Silence,Marshmello,1.0,2017-09-02,22,180822,3.0137
Look What You Made Me Do,Taylor Swift,1.0,2017-09-09,19,211853,3.530883333333333
Its Every Night Sis,RiceGum,1.0,2017-09-09,1,155193,2.58655
Friends,Justin Bieber + BloodPop,1.0,2017-09-09,10,189466,3.157766666666667
Younger Now,Miley Cyrus,1.0,2017-09-09,1,248773,4.146216666666667
I Get The Bag,Gucci Mane,1.0,2017-09-09,26,233087,3.8847833333333335
Questions,Chris Brown,2.0,2017-09-09,13,129477,2.15795
Transportin',Kodak Black,1.0,2017-09-09,16,169344,2.8224
Roll In Peace,Kodak Black,1.0,2017-09-09,25,213132,3.5522
No Sleep Leak,Lil Uzi Vert,1.0,2017-09-16,1,189229,3.1538166666666667
UnFazed,Lil Uzi Vert,1.0,2017-09-16,1,190355,3.1725833333333333
X,Lil Uzi Vert,1.0,2017-09-16,2,182706,3.0451
F**k Love,XXXTentacion,1.0,2017-09-16,7,160184,2.6697333333333333
Light It Up,Luke Bryan,1.0,2017-09-16,18,177305,2.955083333333333
Neon Guts,Lil Uzi Vert,1.0,2017-09-16,2,258789,4.31315
444+222,Lil Uzi Vert,1.0,2017-09-16,3,247347,4.12245
What Lovers Do,Maroon 5,1.0,2017-09-16,21,199849,3.3308166666666668
Sauce It Up,Lil Uzi Vert,1.0,2017-09-16,15,207038,3.450633333333333
Two,Lil Uzi Vert,1.0,2017-09-16,1,185276,3.0879333333333334
For Real,Lil Uzi Vert,1.0,2017-09-16,1,177048,2.9508
Revenge,XXXTentacion,1.0,2017-09-16,2,120026,2.000433333333333
Jocelyn Flores,XXXTentacion,1.0,2017-09-16,7,119133,1.98555
Save Me,XXXTentacion,1.0,2017-09-16,1,163201,2.7200166666666665
Dark Queen,Lil Uzi Vert,1.0,2017-09-16,2,173419,2.890316666666666
Depression & Obsession,XXXTentacion,1.0,2017-09-16,1,144733,2.4122166666666667
Tell Me You Love Me,Demi Lovato,2.0,2017-09-16,19,236986,3.949766666666666
Carry On,XXXTentacion,1.0,2017-09-16,1,129720,2.162
Everybody Dies In Their Nightmares,XXXTentacion,1.0,2017-09-16,4,95466,1.5911
The Way Life Goes,Lil Uzi Vert,1.0,2017-09-16,15,221746,3.695766666666666
No Fear,DeJ Loaf,1.0,2017-09-23,1,169853,2.8308833333333334
